"ID","Índice","Usuario","Owner","Tipo","Operación","Estado","Error","Código Error","Filas Afectadas","SQL","Timestamp"
"209","209","jsigcommon","JSIGCOMMON","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGCOMMON.WORKFLOW_DEFINITION MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:54.694Z"
"210","210","jsigcommon","JSIGCOMMON","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGCOMMON.WORKFLOW_DEFINITION_DETAIL_PARAMETER MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:55.340Z"
"211","211","jsigcommon","JSIGCOMMON","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGCOMMON.WORKFLOW_DETAIL MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:55.892Z"
"212","212","logdat","LOGDAT","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE LOGDAT.LOG_ENTITY MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:56.430Z"
"213","213","logdat","LOGDAT","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE LOGDAT.PROFESSION MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:56.916Z"
"214","214","logdat","LOGDAT","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE LOGDAT.REVCHANGES MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:57.566Z"
"215","215","logdat","LOGDAT","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE LOGDAT.REV_ENTITY MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:58.136Z"
"216","216","logdat","LOGDAT","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE LOGDAT.REV_ENTITY_COLUMN MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:58.747Z"
"217","217","logdat","LOGDAT","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE LOGDAT.REV_INFO MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:59.338Z"
"219","219","security","SECURITY","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE SECURITY.APPLICATION MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:00.531Z"
"220","220","security","SECURITY","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE SECURITY.APPLICATIONS MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:01.336Z"
"221","221","security","SECURITY","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE SECURITY.APPLICATION_PERMIT_LEVEL MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:01.899Z"
"222","222","security","SECURITY","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE SECURITY.AUTHORIZATION MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:02.941Z"
"223","223","security","SECURITY","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE SECURITY.AUTHORIZATION_DETAIL MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:03.559Z"
"224","224","security","SECURITY","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE SECURITY.DEVICES MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:04.105Z"
"225","225","security","SECURITY","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE SECURITY.DEVICE_TYPES MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:04.636Z"
"226","226","security","SECURITY","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE SECURITY.NOTIFICATION_ATTACHMENT MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:05.153Z"
"227","227","security","SECURITY","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE SECURITY.NOTIFICATION_TEMPLATE MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:05.670Z"
"228","228","security","SECURITY","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE SECURITY.PERMIT MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:06.406Z"
"229","229","security","SECURITY","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE SECURITY.REVCHANGES MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:07.216Z"
"230","230","security","SECURITY","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE SECURITY.REV_INFO MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:07.872Z"
"231","231","security","SECURITY","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE SECURITY.USER_AUTH_LEVEL MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:08.434Z"
"232","232","security","SECURITY","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE SECURITY.USER_NOTIFICATION MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:09.021Z"
"233","233","jsigperson_data","JSIGPERSON_DATA","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGPERSON_DATA.ADDRESS MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:09.611Z"
"234","234","jsigperson_data","JSIGPERSON_DATA","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGPERSON_DATA.BRANCH MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:10.151Z"
"235","235","jsigperson_data","JSIGPERSON_DATA","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGPERSON_DATA.BRANCH_SCHEDULE MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:10.948Z"
"236","236","jsigperson_data","JSIGPERSON_DATA","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGPERSON_DATA.BUSINESS MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:11.619Z"
"237","237","jsigperson_data","JSIGPERSON_DATA","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGPERSON_DATA.PERSON MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:12.200Z"
"238","238","jsigperson_data","JSIGPERSON_DATA","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGPERSON_DATA.PERSONAL_DATA MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:13.008Z"
"239","239","jsigperson_data","JSIGPERSON_DATA","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGPERSON_DATA.PERSON_IDENTIFICATION MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:13.627Z"
"240","240","jsigperson_data","JSIGPERSON_DATA","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGPERSON_DATA.PERSON_PEP_INFO MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:14.605Z"
"241","241","jsigperson_data","JSIGPERSON_DATA","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGPERSON_DATA.PERSON_RELATION MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:15.215Z"
"242","242","jsigperson_data","JSIGPERSON_DATA","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGPERSON_DATA.PERSON_ROLE_RELATION MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:16.082Z"
"243","243","jsigperson_data","JSIGPERSON_DATA","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGPERSON_DATA.PHONE MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:16.865Z"
"244","244","jsigperson_data","JSIGPERSON_DATA","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGPERSON_DATA.REGISTRY_DATA MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:17.742Z"
"245","245","jsignature","JSIGNATURE","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGNATURE.ACCOUNT MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:18.305Z"
"246","246","jsignature","JSIGNATURE","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGNATURE.ACCOUNT_SIGNATURE MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:19.080Z"
"248","248","jsignature","JSIGNATURE","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGNATURE.CARD_SCAN MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:20.240Z"
"249","249","jsignature","JSIGNATURE","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGNATURE.CARD_SCAN_DETAIL MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:20.836Z"
"250","250","jsignature","JSIGNATURE","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGNATURE.CUSTOMER MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:21.690Z"
"251","251","jsignature","JSIGNATURE","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGNATURE.CUSTOMER_COMMENT MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:22.597Z"
"254","254","jsignature","JSIGNATURE","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGNATURE.DEVICE_SCANNER MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:24.756Z"
"255","255","jsignature","JSIGNATURE","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGNATURE.ENTERPRISE_ACCOUNT MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:25.343Z"
"256","256","jsignature","JSIGNATURE","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGNATURE.GROUP_ACCOUNT MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:26.030Z"
"257","257","jsignature","JSIGNATURE","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGNATURE.LOG_CONSULTED_SIGNATURE MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:26.634Z"
"258","258","jsignature","JSIGNATURE","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGNATURE.OCR_EQUIVALENCE MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:27.720Z"
"259","259","jsignature","JSIGNATURE","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGNATURE.PARAMETERS MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:28.997Z"
"261","261","jsignature","JSIGNATURE","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGNATURE.PROFILE MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:32.568Z"
"262","262","jsignature","JSIGNATURE","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGNATURE.RANGE_ACCOUNT MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:33.646Z"
"263","263","jsignature","JSIGNATURE","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGNATURE.RANGE_PROFILE MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:34.703Z"
"264","264","jsignature","JSIGNATURE","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGNATURE.REVCHANGES MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:36.072Z"
"265","265","jsignature","JSIGNATURE","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGNATURE.REV_INFO MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:36.806Z"
"266","266","jsignature","JSIGNATURE","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGNATURE.SCANNED_CARDS MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:38.070Z"
"267","267","jsignature","JSIGNATURE","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGNATURE.SCANNER MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:39.584Z"
"268","268","jsignature","JSIGNATURE","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGNATURE.SCAN_TYPE MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:42.532Z"
"269","269","jsignature","JSIGNATURE","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGNATURE.SIGNATURE MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:44.888Z"
"270","270","jsignature","JSIGNATURE","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGNATURE.SIGNATURE_CLASS MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:45.589Z"
"271","271","jsignature","JSIGNATURE","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGNATURE.SIGNATURE_TYPE MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:46.206Z"
"276","276","jsigperson_conf","JSIGPERSON_CONF","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGPERSON_CONF.ADDRESS_LABEL MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:50.695Z"
"277","277","jsigperson_conf","JSIGPERSON_CONF","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGPERSON_CONF.ADDRESS_LABEL_DETAIL MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:51.446Z"
"278","278","jsigperson_conf","JSIGPERSON_CONF","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGPERSON_CONF.ADDRESS_TYPE MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:52.550Z"
"279","279","jsigperson_conf","JSIGPERSON_CONF","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGPERSON_CONF.BUSINESS_CATEGORY MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:53.211Z"
"280","280","jsigperson_conf","JSIGPERSON_CONF","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGPERSON_CONF.CIVIL_STATUS MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:53.783Z"
"281","281","jsigperson_conf","JSIGPERSON_CONF","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGPERSON_CONF.DOCUMENT_TYPE MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:54.916Z"
"282","282","jsigperson_conf","JSIGPERSON_CONF","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGPERSON_CONF.DOCUMENT_TYPE_VALIDATION MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:56.056Z"
"283","283","jsigperson_conf","JSIGPERSON_CONF","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGPERSON_CONF.PARTY MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:56.991Z"
"284","284","jsigperson_conf","JSIGPERSON_CONF","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGPERSON_CONF.PARTY_IDENTIFICATION_DOCUMENT MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:57.660Z"
"285","285","jsigperson_conf","JSIGPERSON_CONF","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGPERSON_CONF.PARTY_RELATION MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:58.232Z"
"286","286","jsigperson_conf","JSIGPERSON_CONF","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGPERSON_CONF.PEP_TYPE MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:58.705Z"
"287","287","jsigperson_conf","JSIGPERSON_CONF","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGPERSON_CONF.PERSON_ROLE_TYPE MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:59.306Z"
"288","288","jsigperson_conf","JSIGPERSON_CONF","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGPERSON_CONF.PERSON_ROL_DOCUMENT MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:59.993Z"
"289","289","jsigperson_conf","JSIGPERSON_CONF","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGPERSON_CONF.PHONE_TYPE MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:57:00.757Z"
"290","290","jsigperson_conf","JSIGPERSON_CONF","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGPERSON_CONF.PROFESSION MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:57:01.609Z"
"291","291","jsigperson_conf","JSIGPERSON_CONF","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGPERSON_CONF.REGISTRY_TYPE MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:57:02.389Z"
"292","292","distributor","DISTRIBUTOR","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE DISTRIBUTOR.DST_BRANCH MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:57:03.068Z"
"293","293","distributor","DISTRIBUTOR","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE DISTRIBUTOR.DST_BRANCH_COMP_LOG MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:57:03.773Z"
"294","294","distributor","DISTRIBUTOR","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE DISTRIBUTOR.DST_BRANCH_FIRMAS_CTL MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:57:04.618Z"
"295","295","distributor","DISTRIBUTOR","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE DISTRIBUTOR.DST_BRANCH_FIRMAS_LOG MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:57:05.223Z"
"296","296","distributor","DISTRIBUTOR","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE DISTRIBUTOR.DST_BRANCH_SEC_CHG_CTL MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:57:05.918Z"
"297","297","distributor","DISTRIBUTOR","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE DISTRIBUTOR.DST_BRANCH_SEC_CHG_LOG MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:57:06.622Z"
"298","298","distributor","DISTRIBUTOR","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE DISTRIBUTOR.DST_DISTRIBUTION MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:57:07.260Z"
"299","299","distributor","DISTRIBUTOR","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE DISTRIBUTOR.DST_DISTRIBUTION_BRANCH MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:57:08.349Z"
"300","300","distributor","DISTRIBUTOR","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE DISTRIBUTOR.DST_DISTRIBUTION_BRANCH_DETAIL MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:57:08.946Z"
"301","301","distributor","DISTRIBUTOR","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE DISTRIBUTOR.DST_DISTRIBUTION_MESSAGE MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:57:09.638Z"
"302","302","distributor","DISTRIBUTOR","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE DISTRIBUTOR.DST_ENVIRONMENT MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:57:10.285Z"
"303","303","distributor","DISTRIBUTOR","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE DISTRIBUTOR.DST_ENVIRONMENT_DIST_USERS MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:57:11.117Z"
"304","304","distributor","DISTRIBUTOR","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE DISTRIBUTOR.DST_ENVIRONMENT_GROUP MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:57:12.093Z"
"305","305","distributor","DISTRIBUTOR","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE DISTRIBUTOR.DST_IMPORT_CONTROL MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:57:12.951Z"
"306","306","distributor","DISTRIBUTOR","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE DISTRIBUTOR.DST_IMPORT_POLICY MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:57:13.883Z"
"309","309","distributor","DISTRIBUTOR","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE DISTRIBUTOR.MNEMONICS MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:57:17.035Z"
"310","310","distributor","DISTRIBUTOR","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE DISTRIBUTOR.REQUIREMENT MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:57:18.283Z"
"311","311","distributor","DISTRIBUTOR","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE DISTRIBUTOR.REQ_DST_CONTROL MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:57:19.076Z"
"312","312","distributor","DISTRIBUTOR","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE DISTRIBUTOR.REQ_PROC_DEF MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:57:19.754Z"
"313","313","distributor","DISTRIBUTOR","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE DISTRIBUTOR.REQ_PROC_DEF_STEP MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:57:20.405Z"
"314","314","distributor","DISTRIBUTOR","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE DISTRIBUTOR.REQ_PROC_EXECUTION MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:57:21.145Z"
"315","315","distributor","DISTRIBUTOR","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE DISTRIBUTOR.REQ_PROC_STEP_EXECUTION MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:57:21.738Z"
"316","316","distributor","DISTRIBUTOR","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE DISTRIBUTOR.REQ_PROC_STEP_EXE_DETAIL MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:57:22.325Z"
